Database ID,Database Title,Page ID,Page Title,Summary
26abf87d-7134-8012-abf3-fda37db49dcd,Time lines (1),26abf87d-7134-8087-956a-cf827b8fa383,Engineering,
8072b604-2085-499d-b017-419ebe8a8c1e,KNOCCS Feature Roadmap,274bf87d-7134-80e3-afd1-dc0fcf443f34,AI Co-pilot,
8072b604-2085-499d-b017-419ebe8a8c1e,KNOCCS Feature Roadmap,271bf87d-7134-801a-ac36-e971c75a127a,Timeline Template,
8072b604-2085-499d-b017-419ebe8a8c1e,KNOCCS Feature Roadmap,26abf87d-7134-8027-87bc-d5c54e88e715,Timeline Template,
8072b604-2085-499d-b017-419ebe8a8c1e,KNOCCS Feature Roadmap,26abf87d-7134-8049-9a51-cb8b5b1c040b,Special instruction & notes in company 360,
8072b604-2085-499d-b017-419ebe8a8c1e,KNOCCS Feature Roadmap,26abf87d-7134-80bf-a3ae-f0c8f058c03b,Timeline Template,
8072b604-2085-499d-b017-419ebe8a8c1e,KNOCCS Feature Roadmap,26abf87d-7134-80d6-bc02-e538dbdab841,User homescreen,
8072b604-2085-499d-b017-419ebe8a8c1e,KNOCCS Feature Roadmap,26abf87d-7134-80f9-91b6-c2d4ba1fedee,Tasks,
8072b604-2085-499d-b017-419ebe8a8c1e,KNOCCS Feature Roadmap,262bf87d-7134-80c4-99c2-d20142bec828,New Roles & Functions,
8072b604-2085-499d-b017-419ebe8a8c1e,KNOCCS Feature Roadmap,261bf87d-7134-8034-9b06-fe8c96c51694,Severity and Sentiment Analysis,
8072b604-2085-499d-b017-419ebe8a8c1e,KNOCCS Feature Roadmap,24ebf87d-7134-8016-a694-ce0ce9b03262,Timeline Template,
8072b604-2085-499d-b017-419ebe8a8c1e,KNOCCS Feature Roadmap,24ebf87d-7134-80b6-8909-e315c4563567,Timeline Template,
8072b604-2085-499d-b017-419ebe8a8c1e,KNOCCS Feature Roadmap,241bf87d-7134-80ea-9056-fe52468a07ca,User home screen,
8072b604-2085-499d-b017-419ebe8a8c1e,KNOCCS Feature Roadmap,23fbf87d-7134-8029-9d94-efd8f2712960,Timeline Template,
8072b604-2085-499d-b017-419ebe8a8c1e,KNOCCS Feature Roadmap,22cbf87d-7134-8083-b594-c54a19bcc171,Timeline Template,
8072b604-2085-499d-b017-419ebe8a8c1e,KNOCCS Feature Roadmap,22cbf87d-7134-8081-97e1-d5215d34bd59,"Conversation Sorting, Looped In and Notifications Revamp",
8072b604-2085-499d-b017-419ebe8a8c1e,KNOCCS Feature Roadmap,229bf87d-7134-808c-bdbb-d94f5f761cbe,Gmail Integration,
8072b604-2085-499d-b017-419ebe8a8c1e,KNOCCS Feature Roadmap,209bf87d-7134-80aa-84fb-f065c1df6e6a,Sentiment Analysis,
8072b604-2085-499d-b017-419ebe8a8c1e,KNOCCS Feature Roadmap,209bf87d-7134-80c1-a86b-d9470676e071,SLAâ€™s change in logic,
8072b604-2085-499d-b017-419ebe8a8c1e,KNOCCS Feature Roadmap,209bf87d-7134-8048-b422-fddecd1b87ed,Grid views (Company+People),
8072b604-2085-499d-b017-419ebe8a8c1e,KNOCCS Feature Roadmap,209bf87d-7134-80e7-91ab-f55a4081a430,Customer Journey,
8072b604-2085-499d-b017-419ebe8a8c1e,KNOCCS Feature Roadmap,1ecbf87d-7134-80da-bfe4-c7fd3d2928b6,Company 360 Profile,
8072b604-2085-499d-b017-419ebe8a8c1e,KNOCCS Feature Roadmap,1d5bf87d-7134-80b9-8274-ec26ab1480a7,Realtime-Events,
8072b604-2085-499d-b017-419ebe8a8c1e,KNOCCS Feature Roadmap,1bcbf87d-7134-80f0-978c-d2c8e73c765c,Escalation,
8072b604-2085-499d-b017-419ebe8a8c1e,KNOCCS Feature Roadmap,1bcbf87d-7134-80c7-a5d8-ce5e7359db68,Zendesk Integration ,
8072b604-2085-499d-b017-419ebe8a8c1e,KNOCCS Feature Roadmap,1bcbf87d-7134-8034-9a47-e85f23f52d3d,Custom fields,
8072b604-2085-499d-b017-419ebe8a8c1e,KNOCCS Feature Roadmap,1babf87d-7134-80f6-a6af-ccf2ab778453,Loop-In (Collaboration),
8072b604-2085-499d-b017-419ebe8a8c1e,KNOCCS Feature Roadmap,1a4bf87d-7134-80c7-ae51-f790207fa6ea,Notes PRD,
8072b604-2085-499d-b017-419ebe8a8c1e,KNOCCS Feature Roadmap,197bf87d-7134-80f9-b50b-de64125c35cd,Custom Filters Conversations,
8072b604-2085-499d-b017-419ebe8a8c1e,KNOCCS Feature Roadmap,18abf87d-7134-805b-bd2a-f7be0620f4fd,Setting up team spaces,
8072b604-2085-499d-b017-419ebe8a8c1e,KNOCCS Feature Roadmap,18abf87d-7134-8050-8a5a-df430e6fe33c,Email Plugin (Extension for Gmail | Outlook),
8072b604-2085-499d-b017-419ebe8a8c1e,KNOCCS Feature Roadmap,18abf87d-7134-8011-92e9-eec508f350aa,Tasks feature,
8072b604-2085-499d-b017-419ebe8a8c1e,KNOCCS Feature Roadmap,184bf87d-7134-8038-9342-f842f1cdd7b2,Old Draft | Revamping Pre launch,
8072b604-2085-499d-b017-419ebe8a8c1e,KNOCCS Feature Roadmap,176bf87d-7134-800b-a5f6-e2357d887bc8,Remaining items for every feature-priortisation,
8072b604-2085-499d-b017-419ebe8a8c1e,KNOCCS Feature Roadmap,170bf87d-7134-801e-805e-d6e301865082,Revamping Pre launch,
8072b604-2085-499d-b017-419ebe8a8c1e,KNOCCS Feature Roadmap,15bbf87d-7134-8063-a0d6-f3e1a8de9600,Personal inbox ,
8072b604-2085-499d-b017-419ebe8a8c1e,KNOCCS Feature Roadmap,150bf87d-7134-802d-9070-ce26159c85ad,Settings Edge Cases + Affirmations+toasts,
8072b604-2085-499d-b017-419ebe8a8c1e,KNOCCS Feature Roadmap,138bf87d-7134-806e-bfc8-c24d11fd62d6,"Packaging (login, signup etc)",
8072b604-2085-499d-b017-419ebe8a8c1e,KNOCCS Feature Roadmap,137bf87d-7134-8041-afa5-f8727d91a829,Macros,
8072b604-2085-499d-b017-419ebe8a8c1e,KNOCCS Feature Roadmap,137bf87d-7134-806a-9cf4-f0fce0d0b767,Tags,
8072b604-2085-499d-b017-419ebe8a8c1e,KNOCCS Feature Roadmap,137bf87d-7134-80b1-818f-de0dd181b786,Lookback,
8072b604-2085-499d-b017-419ebe8a8c1e,KNOCCS Feature Roadmap,137bf87d-7134-8022-ba40-ee132d55c51a,Recent Search,
8072b604-2085-499d-b017-419ebe8a8c1e,KNOCCS Feature Roadmap,135bf87d-7134-80c1-aa45-f02b9135fb29,Account Settings ,
8072b604-2085-499d-b017-419ebe8a8c1e,KNOCCS Feature Roadmap,12ebf87d-7134-80df-86be-cd9995365aab,Design System Revamp,
8072b604-2085-499d-b017-419ebe8a8c1e,KNOCCS Feature Roadmap,126bf87d-7134-8013-86f0-d14e657dbfda,User Management,
8072b604-2085-499d-b017-419ebe8a8c1e,KNOCCS Feature Roadmap,122bf87d-7134-8033-989e-d6c72ca417c3,Company Hub,
8072b604-2085-499d-b017-419ebe8a8c1e,KNOCCS Feature Roadmap,122bf87d-7134-805b-bc3a-c9b7c36b0566,Workflow management (Backend only),
8072b604-2085-499d-b017-419ebe8a8c1e,KNOCCS Feature Roadmap,d3dfc014-42e4-4af7-bc97-3b904821f1a9,Notifications,
8072b604-2085-499d-b017-419ebe8a8c1e,KNOCCS Feature Roadmap,3a3fb303-14dc-44f0-8e7b-99e31620ac06,War room,
8072b604-2085-499d-b017-419ebe8a8c1e,KNOCCS Feature Roadmap,6c5ce3b4-bf70-4124-80d1-7f91ae6bd39a,Agent Flow,
8072b604-2085-499d-b017-419ebe8a8c1e,KNOCCS Feature Roadmap,877f8f64-478f-49f4-82e5-2d03f3ba4c27,Positive/Negative Reinforcement,
8072b604-2085-499d-b017-419ebe8a8c1e,KNOCCS Feature Roadmap,a646f011-cd66-405b-9d44-b3bc046f0e04,Manager Flow - inbox,
8072b604-2085-499d-b017-419ebe8a8c1e,KNOCCS Feature Roadmap,67ded793-393b-4d21-93d0-7168339f2c2f,Combined feature,
8072b604-2085-499d-b017-419ebe8a8c1e,KNOCCS Feature Roadmap,7547f3cc-e86c-431d-8a0c-20c9977c5dab,Contacts,
8072b604-2085-499d-b017-419ebe8a8c1e,KNOCCS Feature Roadmap,8e4a5c24-bd08-4a44-8a0e-110c4995e7d9,Manager Flow - Client (archived),
8072b604-2085-499d-b017-419ebe8a8c1e,KNOCCS Feature Roadmap,f3c548b1-605a-4a03-9155-d5b32e5cb574,Search,
229bf87d-7134-8073-9678-e75c6bd1c5e4,Time lines (1),229bf87d-7134-8046-828b-f1006b1a4fba,Engineering,
271bf87d-7134-8058-93f5-db83ec7f0395,Time lines (1),271bf87d-7134-80cd-9d8c-ec39a79b580b,Engineering,
19fbf87d-7134-805a-85e4-f8c781fcc0e1,Playbooks,1fabf87d-7134-80f5-9f87-ec4bc3fb2891,Untitled,
19fbf87d-7134-805a-85e4-f8c781fcc0e1,Playbooks,1fabf87d-7134-8055-853e-f28adbabdb62,Untitled,
19fbf87d-7134-805a-85e4-f8c781fcc0e1,Playbooks,1f9bf87d-7134-801a-a648-cb3916e715fd,Untitled,
19fbf87d-7134-805a-85e4-f8c781fcc0e1,Playbooks,1f9bf87d-7134-8088-9e19-e18a0e4cdee7,Untitled,
19fbf87d-7134-805a-85e4-f8c781fcc0e1,Playbooks,1f9bf87d-7134-802b-b77d-cb4f7c4a58ba,Untitled,
19fbf87d-7134-805a-85e4-f8c781fcc0e1,Playbooks,19fbf87d-7134-8055-8c85-de033b84154c,Untitled,
214bf87d-7134-809d-8e41-ed4e80cce25e,Knoccs Pipeline ,257bf87d-7134-8037-9f25-db68ac82a3ba,Untitled,Founders club
214bf87d-7134-809d-8e41-ed4e80cce25e,Knoccs Pipeline ,217bf87d-7134-8010-b98e-d427e3f9e78b,Untitled,Non ICP
214bf87d-7134-809d-8e41-ed4e80cce25e,Knoccs Pipeline ,217bf87d-7134-8020-8d5a-deff39d14244,Untitled,Founders Club
214bf87d-7134-809d-8e41-ed4e80cce25e,Knoccs Pipeline ,217bf87d-7134-8089-bdf5-e12c99961566,Untitled,Founders Club
214bf87d-7134-809d-8e41-ed4e80cce25e,Knoccs Pipeline ,217bf87d-7134-80f5-8f09-da959294a82b,Untitled,Startup Plan
214bf87d-7134-809d-8e41-ed4e80cce25e,Knoccs Pipeline ,217bf87d-7134-801a-a8fe-e8f48c884af0,Untitled,Founders Club
214bf87d-7134-809d-8e41-ed4e80cce25e,Knoccs Pipeline ,217bf87d-7134-806f-9a6e-dceeff8d5655,Untitled,Internal /Non ICP
1f9bf87d-7134-80cf-8964-e7a7c008557c,Knoccs Outreach Tracking,26cbf87d-7134-80bb-8a99-c0f6bb7cf76f,Untitled,"Prelaunch, B2C"
1f9bf87d-7134-80cf-8964-e7a7c008557c,Knoccs Outreach Tracking,268bf87d-7134-80e2-9840-d9511e262b39,Untitled,ICP but have tools 
1f9bf87d-7134-80cf-8964-e7a7c008557c,Knoccs Outreach Tracking,268bf87d-7134-8009-a047-c69afcda28ab,Untitled,ICP match but systems in place
1f9bf87d-7134-80cf-8964-e7a7c008557c,Knoccs Outreach Tracking,263bf87d-7134-80bc-b5a6-c812c7260d29,Untitled,"ICP match, startup, B2B Saas"
1f9bf87d-7134-80cf-8964-e7a7c008557c,Knoccs Outreach Tracking,262bf87d-7134-802f-b4ee-e599bcc3baea,Untitled, Have built an internal solution
1f9bf87d-7134-80cf-8964-e7a7c008557c,Knoccs Outreach Tracking,25abf87d-7134-805f-b1b9-f634ed11056f,Untitled,Services company
1f9bf87d-7134-80cf-8964-e7a7c008557c,Knoccs Outreach Tracking,25abf87d-7134-8011-9548-f9ecc9b43d92,Untitled,Product company for restaurant management
1f9bf87d-7134-80cf-8964-e7a7c008557c,Knoccs Outreach Tracking,24ebf87d-7134-80d8-9345-f6220fc11b18,Untitled,Services company
1f9bf87d-7134-80cf-8964-e7a7c008557c,Knoccs Outreach Tracking,240bf87d-7134-8006-b871-e5ad2bd0b88c,Untitled,Services company with retainer/long term engagement with clients and manual processes
1f9bf87d-7134-80cf-8964-e7a7c008557c,Knoccs Outreach Tracking,233bf87d-7134-8045-ac0c-cb14e1bd84f2,Untitled,"ICP match, services company with long term engagement with clients"
1f9bf87d-7134-80cf-8964-e7a7c008557c,Knoccs Outreach Tracking,22bbf87d-7134-80b3-b21f-c18c65e34b7b,Untitled,
1f9bf87d-7134-80cf-8964-e7a7c008557c,Knoccs Outreach Tracking,224bf87d-7134-8055-bee3-c742d76afcd5,Untitled,ICP match but uses G-suite
1f9bf87d-7134-80cf-8964-e7a7c008557c,Knoccs Outreach Tracking,223bf87d-7134-8022-a9e8-ea5582d6a860,Untitled,"Need Tasks, reporting, data privacy and role management"
1f9bf87d-7134-80cf-8964-e7a7c008557c,Knoccs Outreach Tracking,21fbf87d-7134-8062-9386-f929a9b54318,Untitled,Needs g suite and group email support
1f9bf87d-7134-80cf-8964-e7a7c008557c,Knoccs Outreach Tracking,21ebf87d-7134-8036-a5e5-c087d983ba42,Untitled,"ICP, but already bought another tool"
1f9bf87d-7134-80cf-8964-e7a7c008557c,Knoccs Outreach Tracking,21ebf87d-7134-80a4-ada0-ec787cb84ec4,Untitled,ICP but uses G-suite
1f9bf87d-7134-80cf-8964-e7a7c008557c,Knoccs Outreach Tracking,218bf87d-7134-8014-86dc-fe913d7bd9c4,Untitled,ICP
1f9bf87d-7134-80cf-8964-e7a7c008557c,Knoccs Outreach Tracking,218bf87d-7134-80b9-a897-f90f7e0cc13e,Untitled,ICP 
1f9bf87d-7134-80cf-8964-e7a7c008557c,Knoccs Outreach Tracking,216bf87d-7134-80fb-8a12-c0e72f2d71ef,Untitled,Focus is on live chat hence dont find value in Knoccs today
1f9bf87d-7134-80cf-8964-e7a7c008557c,Knoccs Outreach Tracking,216bf87d-7134-80f9-8804-c5b15502da85,Untitled,Needs gmail
1f9bf87d-7134-80cf-8964-e7a7c008557c,Knoccs Outreach Tracking,216bf87d-7134-80d9-a36b-c0d015280f4b,Untitled,Needs gmail
1f9bf87d-7134-80cf-8964-e7a7c008557c,Knoccs Outreach Tracking,215bf87d-7134-8004-b763-c1c667d66d08,Untitled,Needs Gmail and Whatsapp channel
1f9bf87d-7134-80cf-8964-e7a7c008557c,Knoccs Outreach Tracking,214bf87d-7134-80e5-89b8-c3bde7739b74,Untitled,Not direct ICP
1f9bf87d-7134-80cf-8964-e7a7c008557c,Knoccs Outreach Tracking,211bf87d-7134-801f-bcdf-fc2d5cd97f20,Untitled,Not our ICP
1f9bf87d-7134-80cf-8964-e7a7c008557c,Knoccs Outreach Tracking,1f9bf87d-7134-807d-87a5-c62ebdda47a6,Untitled,"Not a complete ICP match, but interested "
1f9bf87d-7134-80cf-8964-e7a7c008557c,Knoccs Outreach Tracking,1f9bf87d-7134-811a-9e4d-f0a23bc2ffc0,Untitled,ICP Match
1f9bf87d-7134-80cf-8964-e7a7c008557c,Knoccs Outreach Tracking,1f9bf87d-7134-812a-94bd-ff1fefb59d01,Untitled,Not our ICP
1f9bf87d-7134-80cf-8964-e7a7c008557c,Knoccs Outreach Tracking,1f9bf87d-7134-8188-a372-eafeebbffa6f,Untitled,ICP Match- for future
1f9bf87d-7134-80cf-8964-e7a7c008557c,Knoccs Outreach Tracking,1f9bf87d-7134-8194-847a-ebb817eefff2,Untitled,Potential ICP
1f9bf87d-7134-80cf-8964-e7a7c008557c,Knoccs Outreach Tracking,1f9bf87d-7134-8145-8d0c-cdb597883dc1,Untitled,Needs more features/Gmail
1f9bf87d-7134-80cf-8964-e7a7c008557c,Knoccs Outreach Tracking,1f9bf87d-7134-81a0-bb67-e16a3e70d550,Untitled,"Requires a more complex tool, have old systems"
1f9bf87d-7134-80cf-8964-e7a7c008557c,Knoccs Outreach Tracking,1f9bf87d-7134-81ab-b975-cf598c87dde1,Untitled,Strong tech stack and established systems
1f9bf87d-7134-80cf-8964-e7a7c008557c,Knoccs Outreach Tracking,1f9bf87d-7134-81ed-8308-d9f6fd806673,Untitled,Not our ICP/Services
1f9bf87d-7134-80cf-8964-e7a7c008557c,Knoccs Outreach Tracking,1f9bf87d-7134-8112-84bc-d4623d623291,Untitled,Needs self serve. AI based solution
1f9bf87d-7134-80cf-8964-e7a7c008557c,Knoccs Outreach Tracking,1f9bf87d-7134-811a-b67d-c78bee886e41,Untitled,Need whatsapp
1f9bf87d-7134-80cf-8964-e7a7c008557c,Knoccs Outreach Tracking,1f9bf87d-7134-81d8-9657-ca454bb63785,Untitled,"Gmail users, ICP match for segment 0"
1f9bf87d-7134-80cf-8964-e7a7c008557c,Knoccs Outreach Tracking,1f9bf87d-7134-812c-8750-d6ac45d36a9e,Untitled,"PLG flows, high dependency on live chat"
1f9bf87d-7134-80cf-8964-e7a7c008557c,Knoccs Outreach Tracking,1f9bf87d-7134-8143-9152-f4ff444254de,Untitled,"ICP match- have customised zoho, will require more features"
168bf87d-7134-8041-946c-cb446d964b7f,Asset Library,271bf87d-7134-806e-9159-f536027df99d,Untitled,
168bf87d-7134-8041-946c-cb446d964b7f,Asset Library,209bf87d-7134-80b8-8caf-ed85b5bc1ddb,Untitled,
168bf87d-7134-8041-946c-cb446d964b7f,Asset Library,1abbf87d-7134-80ff-8ed3-d4036f79c853,Untitled,
168bf87d-7134-8041-946c-cb446d964b7f,Asset Library,1abbf87d-7134-8009-b486-e72163190269,Untitled,
168bf87d-7134-8041-946c-cb446d964b7f,Asset Library,175bf87d-7134-801f-b8cb-f25d960df299,Untitled,
168bf87d-7134-8041-946c-cb446d964b7f,Asset Library,170bf87d-7134-8035-aacb-c75da1a26863,Untitled,
168bf87d-7134-8041-946c-cb446d964b7f,Asset Library,168bf87d-7134-80b6-9c73-ee9e02de77d0,Untitled,
168bf87d-7134-8041-946c-cb446d964b7f,Asset Library,168bf87d-7134-80c9-893b-d43417591093,Untitled,
168bf87d-7134-8041-946c-cb446d964b7f,Asset Library,168bf87d-7134-80f6-92f6-d33dbfb78fcd,Untitled,
168bf87d-7134-8041-946c-cb446d964b7f,Asset Library,168bf87d-7134-8080-90f1-c3b2af456a08,Untitled,
261bf87d-7134-8056-b453-c7161eda8380,Time lines (2),261bf87d-7134-81e9-bcd2-ce33884456a0,Engineering,
261bf87d-7134-806d-9499-d6a040c09150,Time lines (1),261bf87d-7134-80a3-a0c9-fa37fd2383f0,Engineering,
192bf87d-7134-802a-b31f-c32b2884c1c3,Team Leaves Management,1babf87d-7134-809b-b78c-e60017daffa0,Untitled,
192bf87d-7134-802a-b31f-c32b2884c1c3,Team Leaves Management,1a4bf87d-7134-808e-a647-db5d3a76c348,Untitled,
192bf87d-7134-802a-b31f-c32b2884c1c3,Team Leaves Management,1a0bf87d-7134-80f2-8ee4-e0134384208a,Untitled,
192bf87d-7134-802a-b31f-c32b2884c1c3,Team Leaves Management,1a0bf87d-7134-80d2-972b-d877d5c868d1,Untitled,
192bf87d-7134-802a-b31f-c32b2884c1c3,Team Leaves Management,198bf87d-7134-8049-88c8-ffcd17098278,Untitled,
192bf87d-7134-802a-b31f-c32b2884c1c3,Team Leaves Management,192bf87d-7134-803f-aabd-d98fcd3ed9b1,Untitled,
1ecbf87d-7134-800d-a244-f6116476b166,Time lines (1),1ecbf87d-7134-8095-9b6f-d3c289ac5318,Engineering,
1be3a533-986f-4f6b-8189-486cc7eb4f2a,Time lines,1792ef51-ef8d-4df1-9682-9db461247f69,Product Thinking,
1be3a533-986f-4f6b-8189-486cc7eb4f2a,Time lines,46773875-bd02-4abe-81c0-478820bec5bb,In Design,
1be3a533-986f-4f6b-8189-486cc7eb4f2a,Time lines,7dd40c65-3771-49eb-85cc-38d92b68f37f,Engineering,
26abf87d-7134-8058-af65-d84db0aa95bf,Document Archive,226bf87d-7134-8086-b8b4-ce42992541da,Untitled,
26abf87d-7134-8058-af65-d84db0aa95bf,Document Archive,19fbf87d-7134-8077-aa70-feb9783a91ce,Untitled,
26abf87d-7134-8058-af65-d84db0aa95bf,Document Archive,193bf87d-7134-8054-a949-d5ee58ed04ac,Untitled,
26abf87d-7134-8058-af65-d84db0aa95bf,Document Archive,17fbf87d-7134-807c-b11b-fed15facb9b9,Untitled,
26abf87d-7134-8058-af65-d84db0aa95bf,Document Archive,fa071fea-b7df-4ff7-808d-dd1159f3cd6f,Untitled,
26abf87d-7134-8058-af65-d84db0aa95bf,Document Archive,113bf87d-7134-80e5-b59e-d6114dbd4d0a,Untitled,
26abf87d-7134-8058-af65-d84db0aa95bf,Document Archive,112bf87d-7134-808f-9fcd-eec1dfab2dd3,Untitled,
26abf87d-7134-8058-af65-d84db0aa95bf,Document Archive,112bf87d-7134-80b9-96e2-e90a3be42af6,Untitled,
26abf87d-7134-8058-af65-d84db0aa95bf,Document Archive,10abf87d-7134-80c2-be07-cddf5c7fc9ea,Untitled,
26abf87d-7134-8058-af65-d84db0aa95bf,Document Archive,d18e56a4-5c47-42db-bda8-70cbb31e3023,Untitled,
135bf87d-7134-811e-892c-e471e126b2fc,Product Roadmap,24ebf87d-7134-80aa-ae08-e87f26684e37,Untitled,
135bf87d-7134-811e-892c-e471e126b2fc,Product Roadmap,24ebf87d-7134-80c0-84a6-d108d50ec50a,Untitled,
135bf87d-7134-811e-892c-e471e126b2fc,Product Roadmap,24ebf87d-7134-80ac-9fa3-e6a006657209,Untitled,
135bf87d-7134-811e-892c-e471e126b2fc,Product Roadmap,241bf87d-7134-809c-92b4-f15242f69700,Untitled,
135bf87d-7134-811e-892c-e471e126b2fc,Product Roadmap,241bf87d-7134-80f6-a1f0-fba54043fab8,Untitled,
135bf87d-7134-811e-892c-e471e126b2fc,Product Roadmap,241bf87d-7134-80e8-a755-e1c61a3d6c9a,Untitled,
135bf87d-7134-811e-892c-e471e126b2fc,Product Roadmap,241bf87d-7134-8035-95e0-f2d4099df5c8,Untitled,Required for FlowHCM
135bf87d-7134-811e-892c-e471e126b2fc,Product Roadmap,241bf87d-7134-80c0-ab62-fcca206b7e40,Untitled,
135bf87d-7134-811e-892c-e471e126b2fc,Product Roadmap,241bf87d-7134-8027-a82e-cc9215a43eab,Untitled,
135bf87d-7134-811e-892c-e471e126b2fc,Product Roadmap,241bf87d-7134-80b8-b7f0-f3d49acc89a2,Untitled,18
135bf87d-7134-811e-892c-e471e126b2fc,Product Roadmap,241bf87d-7134-807f-bb07-ddee81e8f396,Untitled,
135bf87d-7134-811e-892c-e471e126b2fc,Product Roadmap,241bf87d-7134-804d-a30d-d7597ac55b24,Untitled,18
135bf87d-7134-811e-892c-e471e126b2fc,Product Roadmap,241bf87d-7134-800b-b699-da7a3f9a3bd8,Untitled,AHA for FlowHCM
135bf87d-7134-811e-892c-e471e126b2fc,Product Roadmap,241bf87d-7134-803a-b53a-c833c5ea0e67,Untitled,Required for FlowHCM
135bf87d-7134-811e-892c-e471e126b2fc,Product Roadmap,241bf87d-7134-802f-9107-cc52713493f8,Untitled,18
135bf87d-7134-811e-892c-e471e126b2fc,Product Roadmap,241bf87d-7134-80b5-9a54-e2ddab7129cd,Untitled,Required for FlowHCM
135bf87d-7134-811e-892c-e471e126b2fc,Product Roadmap,241bf87d-7134-8009-950b-c0e2ae043f83,Untitled,
135bf87d-7134-811e-892c-e471e126b2fc,Product Roadmap,232bf87d-7134-80d3-a30d-e23bae87543e,Untitled,
135bf87d-7134-811e-892c-e471e126b2fc,Product Roadmap,232bf87d-7134-8027-aa22-d2d1a2f34532,Untitled,
135bf87d-7134-811e-892c-e471e126b2fc,Product Roadmap,232bf87d-7134-807b-be61-d9acb0ea38e3,Untitled,
135bf87d-7134-811e-892c-e471e126b2fc,Product Roadmap,232bf87d-7134-80a7-936f-f549ea0db6b6,Untitled,
135bf87d-7134-811e-892c-e471e126b2fc,Product Roadmap,232bf87d-7134-80a0-9c93-fdee01aafae6,Untitled,
135bf87d-7134-811e-892c-e471e126b2fc,Product Roadmap,232bf87d-7134-802f-ab35-d3876996c0b7,Untitled,
135bf87d-7134-811e-892c-e471e126b2fc,Product Roadmap,232bf87d-7134-80dd-b564-ed124cd8589c,Untitled,
